dataset,cell_count,organ_iri,organ,consortium,tissue_provider
https://entity.api.sennetconsortium.org/entities/46c40bcf58799d95f3757bd4fcc14d6e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/697a77381596043babdd18d20c4e88d8,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/885ce6ec51f190ffc91940058a5a57b6,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/41d024e001a9e518d6032e980f62fbdb,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9d910a5734885c42077b434834dd494a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/4ba47adea9b03c79a13fb53df401ba9d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/530670a0af3f039c25e71a7839ce443c,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/4b82ed1d8447e423a2a80c18c811a777,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/845e38de418964a66d9b2af92b3b6a14,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/122e8d7508bd922c03778ea34f92680f,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d520cb419facb23af228842895c96573,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/26b430b9d108f099e4045415c6e24bbb,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/a1815c031118f159803725391e621592,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/15e42a88e9e44b80646e259b8a870783,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/abd560f5d6bcdc2ef1ae62a8bd14843e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5d923922ce5570609ce3d6d556d5cece,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/808adcabff4bdd5a277cf6ae23a847c6,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/a66570a4ecc51b434b926e3835a04652,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/57ef459136b1fac93f9070f43e0d7f04,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/cff2d2829ff19263dbf87296ceb88c7a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/841d9f021045f62418dca2556c901003,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/3c0f0dc5ecdbbdcec19f7f46bc2501d0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/53122dd39a4a82d2d767213322f88660,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/899b2d030c6ec3dd4554ab376a640ec1,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/876c1c88bef64f608e5e0d2ff4cc78cf,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/29c1dd02a64af7210eb5d718bc8d1ba5,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/adac7f06c28e73d99462adecbdfc258b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/edc354a0f0a04901e445aacc0175c4db,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/2e597a6f71b64952ff1fd00d7fa65d98,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/c4d95fa9e1cebe0ccd0f4a69c15e1c13,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/af26d636832763179b777c44bb91b72e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/58a9d2d4bb5f77aa4f8708b0806eb512,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/7a73999783033685226b3e5a34494225,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/10a9349edefd0b3ee1055f9a9c93e92a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/31255eeb3acc4fc5da1148dc30857171,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/cddabb865c3698dec7c16741fb3776cf,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e832ff66d7a443b3ba072e657240d5d5,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/ff66af9dda5d6a4a6050ff93fea8f7f6,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/b6e3f60f0e644ebb52f07e680b67a803,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f686db675ff66006b22aebc34f5f082e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d889e5b35e78cdfe08557a64140bea67,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d13c0adb89deaad711ef3061a3e6f6d0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f1d0d503aaf2a072e16b1019614c07e0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d264e0fe5ea2ee4263c86d1c3bc752ea,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e25bec1cce24b29ad6dff53ddbfa8cd7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/49dfcc4de18b639bb03daac150420238,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/ec75180e015f5494b4c80ebd00b35b73,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/ceba897745fe001512e7b2a6e5735c8d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e77a37149c358ca5bc95628548052e6f,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/3be222a9260a4741c9f4239d70495ba7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/94f7a70938a9c97f0e2ac1a4e3fb7b33,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/0960de3ffd2c36bb6c980235eb7862d5,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/6ad92d37a7b275b706624b7dbece9813,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/45d11bf1722df00683001d1b6d97ed7a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d149b4703406dc42778ccfe4bdb06e14,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/bf7789abd990b5ea07b0ceb7c2cc84c2,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/b387cca2cf8eb9bbe9166edf47264e7b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f400a6da663c1c2791bfbb30cee27042,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/6e0223e84c5840653c5e833e597723f0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/91ddce3542fa83cda3deecccacef04c0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/da4d3c305b001cf367c9183142e6eb43,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/ff9439db7880cd03fe96cf8799e29c2c,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/3e94ceab324be94f40da8c0c96d9f7fc,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/6a9cbd4cfc9eb3ca595ad6008b7f202a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/06721ddbb09776778af7c949b49b274b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/657589b915f5e453c066eda68c3a3de5,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/1033f463c9e96e1fa3abcadacbb217dc,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/21336624d176153956907d43984f9763,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/3ead3903f29ee9c3a1918f546440c24d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/457d6bc5ef75ac2926af1ae741dce659,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5106a40013297478e58dfe84e16cab8e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/63c3fb9287fa02e4488721668dc7ee96,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/956b4dd410b7a0aeedbc55b7bed4856b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/3a6b8fe3c1ecac4e6c670920165f9949,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/735ecd597da788bcac30368fa5bb34d2,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9a9b1e121436a70aa800b2528b8fb635,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9b4e233b4a8a7dbe4cbf69a1cbec1a66,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/a9e4aef335d50b0be6355599b6ff77e7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/c03e8e686f75cf5750161450ca270004,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/c1248d0944bcf1e6d7887adde4cf1549,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/17364d2bdf2342733f3ac6af4bf36f7a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9c78a375e270d93a076d60a8124e2ca1,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/4b672da300a2a1e2c91966ec25294ca2,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/94fda15ed1dd183959b4b507c1969b87,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/80f7ad4f8fb31bd2bfeafa5b7325ed30,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5e535df6dbd367e715da008f1b88b4b7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9033c4f8b0598afb3b07d1c9a143a01e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/c40e5e42660c199de358f5652983e0c1,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/db50b9fa60a442a382e8ced9faa73ad3,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9a7c3b93ecf0395b39a8a4467b9a498e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/c06c987c12aabda9609c0d56c2230f65,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5faea76c07d9c78e5424c09efd0a710d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e8e8719beb01e11778764673cfa76a29,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/bfb9f708c71d659c11175068c20e7739,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/11bc80b1bb00c6e98b4dcdcdede7697e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/a8c927672645a22bcdd90fbcebce6fab,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/276428ba054e0d13105a71fa5067c705,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e434341c963d9b0d9755130556e477a3,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/afa23c2843d83d64487573c57cb4f09a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/fb102437b3d4fa773c87e1f2c67ec919,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/293972610df47e3b892f09194a63b93c,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f6323855514fadcbae5ec29253a80017,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/1cf4e547327737a843f2c70516ef548d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/6dbefec66e7ee0d0681aeb97504b855e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/b76ceb66ccce2de78daf235c0a28e875,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/bb8c6bd5e87be18ab6bac18f7ebd904c,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/68171cf84df37dc39a51b4ebab711fc6,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f61fcaaee8b83d13dcc9f00ec67517c3,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/06970fddbfb090ede427adecaf2145df,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/fbd3582154a0547b28da646481616fe3,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/2fbe6c601d9ca8e8b148a5ff3da07752,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5b40744d8b2fe844b07a90f6b949e08d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/45f69ea853d1675ed8f06f2f2d5c4047,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/7c92f43be50d35d89f44f13e53dfae38,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f0da5c7890fa4ac8ab21b5048cbb0ab0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/fcaf00c7c7f77f4b88d02b364078a4a7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/1a03b346e46c47e1035f63449a6dc1c0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/21516d071d87a9fc0f10a9d2c1cf5ea1,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/27da5d8472efd6ec7e9eed50fd15cc9b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d53da47d05735bf2e1646bca2ff426ff,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/12c8c128515c5ab01d9908dc07a8c71f,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/26b0b79ddd8084e285bcc38bc0f846ef,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/1daaa3d118e3fec3a1ae540bc23907e0,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d3974fe280658fdc253bd057fe6787ba,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/a8934d1f9d6c9a17b0807d7f3cd346a7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e3bf8b060e055e1970e27442973ec479,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/083940a597d60793262d9b50cbb4b39e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/79dab1c5a7c20f94b7a0a489e525d17b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/636785b16a689c6cde7118ad071cb2fd,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/e320adf03c502fc3339fc224a2d58b82,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5e5e0afcdce93f0e5765c9b8038da3c6,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/9fde0a8024a05f028b94fcfcb5bbca70,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/854de084348bfbd51d79d62d8f195725,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d4da6ecf5d408d55fb09995a196e466d,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/26bc17e47777cd83d05d4349add279e4,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/eab40506a174bcd34e6cf0eafc1c55f7,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/621535eafd3d449c0098662020258d75,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/c8e5f9b77ae191f60dc7233f40a75fc1,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/63a933a86b504d735d563f8545d210ab,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/b0ca9802ed9e02ad3502255ac46fb733,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/32d5068a948364cf5ce08d3d289bb24f,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/ea08c06939dd80916ea5f8ab7c06d32e,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/40b7adde39c58d7b1b965cce03f15f96,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/f410a23295de74a83a593d2e7a42ae8b,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/cd4346480a4494bfbbfa03ae3800f8ce,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/67214da45efd71d03e222a4fbbc661eb,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/d21c6970e2a970ef181f8b08a05e6bfb,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/57e4a2ac3c3a6cc20969485d0e26c327,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/4509da26588fc76011113c2f0f460b4a,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5e0f2dff78134b46ac664c70b8228c11,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/5e9950fbc1af27381ffad001d1701238,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/2f6b9affcf4cf07246df3a9f1740c7cd,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/628e8e8c5d72fe316893e88b211253c3,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
https://entity.api.sennetconsortium.org/entities/6d7370f2d2fa5d2f66b9cc1188178ca9,,http://purl.obolibrary.org/obo/UBERON_0000948,heart,SenNet,TMC - University of Pittsburgh
